Employer,total_approvals,states,cities,zip_codes
A&E SURFACES CO INC,1,NY,ROSLYN HEIGHTS,11577.0
A&F ENGINEERING CO LLC,1,IN,INDIANAPOLIS,46240.0
A&G LLP,1,TX,RICHARDSON,75080.0
"A&H TECHNOLOGIES, LLC",1,TX,FRISCO,75035.0
A&J CAPITAL INC,1,CA,ALHAMBRA,91803.0
A&J CONSULTING ENGINEERING SVCS PC,3,NJ,CLIFTON,7012.0
A&M ASSOCIATES,1,AZ,PHOENIX,85004.0
A&N DESIGN STUDIO INC DBA DOOR3 BU,1,NY,NEW YORK,10007.0
A&N GRP INC,1,CA,IRVINE,92614.0
A&R CONSTRUCTION MANAGEMENT & DEVE,1,AL,GULF SHORES,36542.0
A&R CONSTRUCTION MGMT & DEVELOPMEN,1,AL,GULF SHORES,36542.0
A&R CONSTRUCTION MGMT & DEVELOPMENT LLC,1,AL,GULF SHORES,36542.0
A&R INFOTECH INC,1,NJ,ISELIN,8830.0
A&T IRON WORKS INC,1,NY,NEW ROCHELLE,10801.0
A-AMERICAN CUSTOM FLOORING INC,1,HI,HONOLULU,96813.0
A-CONNECT US INC,1,NJ,PRINCETON,8540.0
A-MAX INSURANCE SERVICES INC,1,TX,DALLAS,75247.0
A-PLUS CONSTRUCTION SERVICES CORP,1,MA,NORWELL,2061.0
"A. L. SHAH DDS, INC",1,CA,FULLERTON,92832.0
A.I. ARTIST STUDIO INC,1,NC,MATTHEWS,28105.0
A.T. STILL UNIV OF HEALTH SCIENCES,2,MO,KIRKSVILLE,63501.0
A.W. CHESTERTON COMPANY,1,MA,GROVELAND,1834.0
A1 CONSTRUCTION SERVICES INC,1,NY,N BELLMORE,11710.0
A1 KAISER INC,3,IL,SCHAUMBURG,60173.0
A1 PHYSICAL THERAPY INC,1,MI,KALAMAZOO,49048.0
A1 REHAB & RECRUITMENT SERVICES,1,CA,FAIRFIELD,94534.0
A1 SOLUTION INC,1,CA,FONTANA,92337.0
A1 WHOLESALE SUPPLY LLC,3,GA,TUCKER,30084.0
A10 CONSULTANCY INC,3,MD,ABINGDON,21009.0
A10 NETWORKS INC,16,CA,SAN JOSE,95131.0
A100 US LLC,15,WA,SEATTLE,98121.0
A123 SYSTEMS LLC,19,MI,NOVI,48377.0
A2 BIOTHERAPEUTICS INC,2,CA,AGOURA HILLS,91301.0
A2 CONSULTING LLC,2,MA,BRAINTREE,2184.0
A24 STUDIOS LLC,1,NY,NEW YORK,10001.0
A25 SOLUTIONS LLC,5,GA,ALPHARETTA,30004.0
A2B DEVELOPMENT LLC,1,CA,LOOMIS,95650.0
A2C INC,1,DE,DOVER,19901.0
A2F CONSULTING LLC,3,MD,ROCKVILLE,20850.0
A2MAC1 LLC,1,MI,BELLEVILLE,48111.0
A2Z BUILDERS DEPOT LLC,1,FL,MOUNT DORA,32757.0
A2Z DEVELOPMENT CENTER INC,31,WA,SEATTLE,98121.0
A2Z SCIENTIFIC INC,1,NJ,WARREN,7059.0
A2ZUNIQUE INC,1,IL,BOLINGBROOK,60490.0
A3 BY AIRBUS LLC,1,CA,SUNNYVALE,94086.0
A4 MEDIA LLC,11,NY,LONG ISLAND CITY,11101.0
A47 SERVICE COMPANY LLC,1,IL,EDWARDSVILLE,62025.0
A47 SVC CO LLC,1,IL,EDWARDSVILLE,62025.0
A4G SOLUTIONS LLC,19,NJ,MONMOUTH JCT,8852.0
A4SOFTECH LLC,7,NJ,PARSIPPANY,7054.0
A5 LABS INC,3,CA,FOSTER CITY,94404.0
A52 LLC DBA ELASTIC,1,CA,SANTA MONICA,90404.0
A9 COM INC,13,WA,SEATTLE,98121.0
A9.COM INC,1,VA,ARLINGTON,22202.0
AA & SA ENTERPRISES INC,1,TX,HOUSTON,77007.0
AA 168 CONSTRUCTION INC,1,NY,FRESH MEADOWS,11365.0
AA INSTANT HEALING ACUPUNCTURE CTR,1,MD,ROCKVILLE,20850.0
AA SOFTWARE & NETWORKING INC,13,TX,SPRING,77380.0
AA SOFTWARE AND NETWORKING INC,3,TX,SPRING,77380.0
AA SOLUTIONS INC,3,TX,SUGAR LAND,77479.0
AA SOTWARE & NETWORKING INC,1,TX,SPRING,77380.0
AA TECH GROUP LLC,24,CO,ENGLEWOOD,80111.0
AAA AMERICAN CPA INC,1,CA,SAN JOSE,95117.0
AAA CAPITAL INVESTMENT INC,1,CA,ALHAMBRA,91801.0
AAA CLUB ALLIANCE,1,DE,WILMINGTON,19801.0
AAA DENTAL PC DBA WEBSTER SMILES,1,MA,NEEDHAM HEIGHTS,2494.0
AAA ELECTRONICS INC,1,NJ,EAST HANOVER,7936.0
AAA GLOBAL TECHNOLOGIES LLC,1,GA,ATLANTA,30328.0
AAA JEWELERS INC.,1,IL,WESTMONT,60559.0
AAA NETWORK SOLUTIONS INC,1,CA,BUENA PARK,90621.0
AAA TECH & SPECIALTIES CO INC,1,TX,HOUSTON,77041.0
AAA VIRGINIA CONSULTING INC,16,VA,WOODBRIDGE,22193.0
AAAZA INC,1,CA,LOS ANGELES,90010.0
AABACO SMALL BUSINESS LLC,3,NJ,BASKING RIDGE,7920.0
AABRAR INC DBA CASTRO VALLEY ANIMAL HOSPITAL,1,CA,CASTRO VALLEY,94546.0
AACE PHARMACEUTICALS INC,1,NJ,FAIRFIELD,7004.0
AAD IT SOLUTION LLC,2,GA,CUMMING,30040.0
AADHICK SOLUTIONS INC,2,NJ,PISCATAWAY,8854.0
AADHYA INFOTECH LLC,10,NC,CHARLOTTE,28262.0
AADIYA CONSULTING LLC,2,TX,PLANO,75024.0
AAFCPAS INC,2,MA,WESTBOROUGH,1581.0
AAIDEBOOK INC,1,FL,FT LAUDERDALE,33301.0
AAJ COMPUTER SERVICES INC D/B/A OZ,1,FL,FT LAUDERDALE,33309.0
AAJ COMPUTER SERVICES INC DBA OZ,1,FL,FORT LAUDERDALE,33309.0
AAJ COMPUTER SVCS INC D/B/A OZ,2,FL,FORT LAUDERDALE,33309.0
AAKASH INC DBA PARK CENTRAL CARE &,1,CA,FREMONT,94536.0
AAMC US INC,1,NC,CHARLOTTE,28209.0
AAMP OF FLORIDA INC DBA AAMP GLOBA,1,FL,CLEARWATER,33760.0
AANEEL INFOTECH,1,FL,TAMPA,33625.0
AANEEL INFOTECH LLC,2,FL,LUTZ,33558.0
AAPG LLC DBA FOOTBALL FACTORY,1,WV,SOUTH CHARLESTON,25303.0
AAPPAKADAI INC,1,CA,SUNNYVALE,94087.0
AAPPAKADAI INC DBA AAPPAKADAI INDIAN CHETTINAD,2,CA,SUNNYVALE,94087.0
AARA TECHNOLOGIES INC,2,NJ,E BRUNSWICK,8816.0
AARAV SOLUTIONS INC,10,NJ,ISELIN,8830.0
AARC ENVIRONMENTAL INC,1,TX,HOUSTON,77042.0
AARC ENVIRONMENTAL SOUTHEAST LLC,1,GA,ATLANTA,30337.0
AAREN SCIENTIFIC INC,1,CA,ONTARIO,91761.0
AARETE LLC,5,IL,CHICAGO,60601.0
AARETECH LLC DBA AARETE TECH SVCS,1,VA,VIENNA,22182.0
"AARETECH, LLC",1,VA,VIENNA,22182.0
AARIN INC,1,CA,PLEASANT HILL,94523.0
AARISHA INC,2,VA,RESTON,20191.0
AARK ENGINEERING INC,2,CA,EL CAJON,92020.0
AARK HOSPITALITY TK INC,1,NJ,CHERRY HILL,8003.0
AARNA PRIYA INC,30,VA,HERNDON,20171.0
AARNA TECHNOLOGIES LLC,1,TX,FRISCO,75035.0
AARNAV IT CONSULTING LLC,6,GA,CUMMING,30040.0
AAROHI DENTAL PC,1,MA,NEW BEDFORD,2740.0
AARON E HENRY COMMUNITY HEALTH SER,1,MS,CLARKSDALE,38614.0
AARONS INC,1,GA,ATLANTA,30339.0
AARP,3,DC,WASHINGTON,20049.0
AARRCAD INC,2,CA,SUNNYVALE,94085.0
AART DENTAL PC,1,MA,AMESBURY,1913.0
AART INC,1,CA,SACRAMENTO,95814.0
AART VENTURES PC,1,MA,SHREWSBURY,1545.0
AARVI REHABILITATION THERAPEUTIC,2,MI,MACOMB,48044.0
AARZU LLC,1,NJ,MORGANVILLE,7751.0
AASHRIT HOLDINGS LLC,2,WY,CASPER,82609.0
AASRITA CONSULTING LLC,10,NJ,ISELIN,8830.0
AASYMTECH INC,2,TX,HOUSTON,77057.0
AAXIS GROUP CORP,1,CA,LOS ANGELES,90067.0
AAXY LLC,1,TX,AUSTIN,78729.0
AB BIOSCIENCES INC,1,MA,CONCORD,1742.0
AB BRANDS LLC,2,TX,DALLAS,75219.0
AB CARVAL INVESTORS LP,1,MN,MINNEAPOLIS,55416.0
AB CONSTRUCTION INC,1,MD,LANHAM,20706.0
AB CONSULTING ENGINEERS INC,1,FL,ORLANDO,32807.0
AB DESIGN STUDIO INC,1,CA,SANTA BARBARA,93101.0
AB DYNAMICS INC,1,MI,WIXOM,48393.0
AB ELECTRONICS LLC,1,CT,BROOKFIELD,6804.0
AB ENERGY USA LLC,1,NJ,PINE BROOK,7058.0
AB INFOTEK LLC,8,NJ,ISELIN,8830.0
AB INITIO CAPITAL MANAGEMENT LLC,2,MA,BOSTON,2108.0
AB MAYOR LLC,1,FL,SARASOTA,34238.0
AB NORMAL INC,1,SC,FORT MILL,29707.0
AB OVO INC,2,CA,SANTA CLARA,95051.0
AB OVO NORTH AMERICA INC,1,MA,SOMERVILLE,2143.0
"AB OVO, INC.",1,CA,SANTA CLARA,95051.0
AB PARTNERS,1,NY,NEW YORK,10013.0
AB PUBLICATION INC,1,IL,PALATINE,60074.0
AB SCIEX LLC D/B/A SCIEX,1,MA,FRAMINGHAM,1701.0
AB SCIEX LLC DBA SCIEX,6,MA,FRAMINGHAM,1701.0
AB SCILEX LLC DBA SIEX,1,MA,FRAMINGHAM,1701.0
AB STUDIO INC,1,CA,HAYWARD,94545.0
AB TECHNOLOGIES INC,21,IL,LIBERTYVILLE,60048.0
AB WELDING INC,1,CA,FRESNO,93727.0
AB2 CONSULTING INC,4,IL,ROLLING MEADOWS,60008.0
ABA DSO LLC,1,TX,DALLAS,75206.0
ABAB SOLUTIONS INC,14,MI,NORTHVILLE,48168.0
ABACUS ACCOUNTING GROUP INC,1,NY,FLUSHING,11354.0
ABACUS AI INC,3,CA,SAN FRANCISCO,94103.0
ABACUS AI INC D/B/A REALITYENGINES,1,CA,SAN FRANCISCO,94103.0
ABACUS BUILDERS GENERAL CONTRACTORS INC,1,MA,BOSTON,2127.0
ABACUS BUSINESS COMPUTER LLC,2,NY,FLUSHING,11355.0
ABACUS CPAS LLC,1,MO,SPRINGFIELD,65804.0
ABACUS DATA SYSTEMS INC,1,CA,SAN DIEGO,92121.0
ABACUS INSIGHTS INC,2,NY,NEW YORK,10018.0
ABACUS INSURANCE & FINANCIAL SVCS,1,TX,IRVING,75038.0
ABACUS SERVICE CORPORATION,5,MI,SOUTHFIELD,48033.0
ABACUS SETTLEMENTS LLC,1,FL,ORLANDO,32835.0
ABACUS TECHNICAL SERVICES LLC,1,TX,PLANO,75093.0
ABADI CONSTRUCTION OF NY INC,1,NY,FLUSHING,11355.0
ABADJIS SYSTEMS LTD DBA ASLPM,1,CA,BONITA,91902.0
ABAGY ROBOTIC SYSTEMS INC,1,TX,SUGAR LAND,77478.0
ABAGY ROBOTIC SYSTEMS INC.,1,IL,WHEELING,60090.0
ABAL TECHNOLOGIES INC,11,NJ,HAMILTON,8619.0
ABARCA HEALTH FL LLC,2,PR,SAN JUAN,918.0
ABARCA TECHNOLOGIES LLC,2,PR,SAN JUAN,928.0
ABATA THERAPEUTICS INC,1,MA,CAMBRIDGE,2142.0
ABATUS LLC,2,AL,BIRMINGHAM,35203.0
ABB E-MOBILITY INC,2,NC,CARY,27511.0
ABB ENTERPRISE SOFTWARE INC,14,GA,ATLANTA,30346.0
ABB ENTERPRISE SOFTWARE INC DBA HI,11,GA,ATLANTA,30346.0
ABB INC,51,GA,ATLANTA,30346.0
ABB INSTALLATION PRODUCTS INC,1,TN,MEMPHIS,38120.0
ABB MOTORS AND MECHANICAL INC,1,AR,FORT SMITH,72901.0
ABBEY HILL GROUP LLC,1,KY,LOUISVILLE,40223.0
ABBOTT CARDIOVASCULAR SYSTEMS INC,11,IL,ABBOTT PARK,60064.0
ABBOTT DIABETES CARE AN ABBOTT LAB,1,IL,ABBOTT PARK,60064.0
ABBOTT DIABETES CARE INC,6,IL,ABBOTT PARK,60064.0
ABBOTT DIABETES CARE INC AN ABBOTT LABORATORIES COMPANY,3,IL,ABBOTT PARK,60064.0
ABBOTT DIAGNOSTICS SCARBOROUGH INC,6,IL,ABBOTT PARK,60064.0
ABBOTT DIAGNOSTICS SCARBOROUGH INC AN ABBOTT LABORATORIES COMPANY,4,IL,ABBOTT PARK,60064.0
ABBOTT LABORATORIES,49,IL,ABBOTT PARK,60064.0
ABBOTT LABORATORIES INC,1,IL,ABBOTT PARK,60064.0
ABBOTT LABORATORIES INC AN ABBOTT,1,IL,ABBOTT PARK,60064.0
ABBOTT LABORATORIES INC.,1,IL,ABBOTT PARK,60064.0
ABBOTT MOLECULAR INC ABBOTT LABORATORIES COMPANY,1,IL,ABBOTT PARK,60064.0
ABBOTT POINT OF CARE INC AN ABBOT,1,IL,ABBOTT PARK,60064.0
ABBOTT POINT OF CARE INC AN ABBOTT LABORATORIES COMPANY,1,IL,ABBOTT PARK,60064.0
ABBOTT RAPID DIAGNOSTICS,2,IL,ABBOTT PARK,60064.0
ABBVIE BIORESEARCH CENTER,10,IL,NORTH CHICAGO,60064.0
ABBVIE BIORESEARCH CENTER AN ABBVIE INC COMPANY,7,IL,NORTH CHICAGO,60064.0
ABBVIE BIORESEARCH CENTER INC,9,IL,NORTH CHICAGO,60064.0
ABBVIE BIOTHERAPEUTICS,1,IL,NORTH CHICAGO,60064.0
ABBVIE BIOTHERAPEUTICS INC,10,IL,NORTH CHICAGO,60064.0
ABBVIE BIOTHERAPEUTICS INC AN,3,IL,NORTH CHICAGO,60064.0
ABBVIE INC,112,IL,NORTH CHICAGO,60064.0
ABBVIE STEMCENTRX LLC,1,IL,NORTH CHICAGO,60064.0
ABBVIE US LLC,12,IL,NORTH CHICAGO,60064.0
ABBVIE US LLC AN ABBVIE COMPANY,5,IL,NORTH CHICAGO,60064.0
ABBY ROSE INC,1,NJ,YARDVILLE,8691.0
ABC ARCHITECTS DBA BUMGARDNER,1,WA,SEATTLE,98121.0
ABC CPAS,1,CA,LA PALMA,90623.0
ABC GROUP SALES AND ENGINEERING IN,1,MI,SOUTHFIELD,48075.0
ABC LEGAL SERVICES LLC,3,WA,SEATTLE,98104.0
ABC MARKET USA INC,1,CA,SANTA FE SPGS,90670.0
ABC PEDIATRICS LLC,1,DE,DOVER,19904.0
ABC SUPPLY CORPORATION INC,1,WI,BELOIT,53511.0
ABCAM INC,3,MA,CAMBRIDGE,2139.0
ABCLONAL SCIENCE INC,9,MA,WOBURN,1801.0
ABCLONAL SCIENCE INC.,2,MA,WOBURN,1801.0
ABCO REFRIGERATION SUPPLY CORP,1,NY,LONG IS CITY,11101.0
ABCOMBI BIOSCIENCES INC,1,NY,BUFFALO,14260.0
ABCSP LLC DBA ALWAYS BEST CARE SR,1,CA,ROSEVILLE,95747.0
ABD INSURANCE AND FINANCIAL SERVICES INC,1,CA,SAN FRANCISCO,94111.0
ABD SOLUTIONS INC,12,VA,CHANTILLY,20151.0
ABDEV SOLUTIONS INC,2,VA,ASHBURN,20147.0
ABDUL Q MEMON MD PLLC DBA CARDIOVA,1,AZ,GLOBE,85501.0
ABDULLA A DARWISH CPA PC,1,NC,CHARLOTTE,28212.0
ABEAM CONSULTING USA LTD,1,TX,IRVING,75039.0
ABEL NOSER SOLUTIONS LLC,2,NY,NEW YORK,10004.0
ABERCROMBIE & FITCH MANAGEMENT CO,6,OH,NEW ALBANY,43054.0
ABERCROMBIE & FITCH TRADING CO,6,OH,NEW ALBANY,43054.0
ABERCROMBIE FITCH TRADING CO,1,OH,NEW ALBANY,43054.0
ABEYON LLC,1,VA,ALEXANDRIA,22312.0
ABG HR LLC,1,NY,NEW YORK,10018.0
ABG HR LLC DBA AUTHENTIC BRANDS,2,NY,NEW YORK,10018.0
ABG OPERATING LLC DBA AMERICAN BAT,1,TN,SAVANNAH,38372.0
ABHAY SOLUTIONS INC,6,IL,AURORA,60504.0
ABHRA INC,6,MO,BALLWIN,63021.0
ABHYANTH SOLUTIONS INC,15,FL,MIAMI,33126.0
ABIGAILS ARMS COOKE COUNTY FAMILY,1,TX,GAINESVILLE,76240.0
ABILENE CHRISTIAN UNIVERSITY,3,TX,ABILENE,79601.0
ABILITIES PHYSICAL THERAPY INC DBA,1,MD,DUNDALK,21222.0
ABILITY BUILDERS FOR CHILDREN LLC,1,NY,BRONX,10461.0
ABILITY HOLDINGS LLC,1,OH,LEWIS CENTER,43035.0
ABILITY PLUS THERAPY INC,1,FL,MELBOURNE,32934.0
ABINFOTECHNOLOGIES LLC,2,CA,SANTA CLARITA,91350.0
ABINGTON MEMORIAL HOSPITAL,18,PA,ABINGTON,19001.0
ABINTRA MONTESSORI SCHOOL,1,TN,NASHVILLE,37205.0
ABIO-X HOLDINGS INC,1,MA,WALTHAM,2451.0
ABIOMED INC,14,MA,DANVERS,1923.0
ABIOSCIENCES INC,2,CA,SOUTH SAN FRANCISCO,94080.0
ABITOS PLLC,1,FL,MIAMI,33134.0
ABJAYON INC,4,CA,FREMONT,94538.0
ABL AUTOMATION INC,1,WI,NEW BERLIN,53151.0
ABLE C C US INC D B A MISSHA US,2,NJ,ENGLEWOOD,7631.0
ABLE MASONRY DEVELOPMENT CO,1,IL,ROMEOVILLE,60446.0
ABLETO INC,1,NY,NEW YORK,10018.0
ABM CONSTRUCTION CO.,2,TX,EL PASO,79932.0
ABM CONTROLS INC,3,NY,FLORAL PARK,11001.0
ABM INDUSTRIES INC,1,NY,NEW YORK,10006.0
ABM INDUSTRIES INCORPORATED,2,NY,NEW YORK,10006.0
ABN AMRO CLEARING CHICAGO LLC,1,IL,CHICAGO,60604.0
ABN AMRO HOLDINGS USA LLC,3,NY,NEW YORK,10017.0
ABN TECH CORPORATION,5,TX,IRVING,75039.0
ABNA OF ILLINOIS INC,2,IL,CHICAGO,60643.0
ABNORMAL SECURITY CORP,1,CA,SAN FRANCISCO,94107.0
ABNORMAL SECURITY CORPORATION,5,CA,SAN FRANCISCO,94107.0
ABOARD EMPLOYEE LLC,1,NY,BROOKLYN,11217.0
ABORN & CO INC D/B/A FREIGHTPLUS I,2,MA,NORWELL,2061.0
ABOTTS CONSULTING INC,6,CA,IRVINE,92606.0
ABOUT INC,1,NY,NEW YORK,10036.0
ABOVE AND BEYOND BUSINESS TOOLS,1,NJ,PRINCETON,8540.0
ABOVE AND BEYOND CARE PROVIDERS,1,CA,DIAMOND BAR,91789.0
ABOVE ELECTRIC LLC,1,FL,TAMPA,33635.0
ABOVE GREEN LLC,1,VA,MIDDLEBURG,20117.0
ABOVE SUMMIT LLC DBA ABOVE SUMMIT,1,MA,SOMERVILLE,2145.0
ABP INTERNATIONAL INC,1,TX,DALLAS,75234.0
ABR IT CONSULTING LLC,3,GA,CUMMING,30041.0
ABRA INNOVATIONS INC,1,CA,SAN FRANCISCO,94102.0
ABRACON LLC,2,CA,LAGUNA HILLS,92653.0
ABRAHAM BALDWIN AGRIC COLLEGE,2,GA,TIFTON,31793.0
ABRAHAM NATURAL FOODS CORP,1,NY,LONG ISLAND CITY,11101.0
ABRAMS & ABRAMS LLP,1,NY,NEW YORK,10001.0
ABRAMS GORELICK FRIEDMAN & JACOBSO,1,NY,NEW YORK,10004.0
ABRAXAS ALLIANCE INC,1,PA,PITTSBURGH,15222.0
ABRIDGE AL INC,1,PA,PITTSBURGH,15206.0
ABRIDGE INFO SYSTEMS INC,24,MA,CHELMSFORD,1824.0
ABS GLOBAL INC,3,WI,DEFOREST,53532.0
ABS GLOBAL TRADING LIMITED,2,CA,SAN FRANCISCO,94107.0
ABS INVESTMENT MANAGEMENT LLC,2,CT,GREENWICH,6830.0
ABSCI CORPORATION,1,WA,VANCOUVER,98683.0
ABSCI LLC,1,WA,VANCOUVER,98660.0
ABSEN INC,1,FL,ORLANDO,32809.0
ABSG CONSULTING INC,1,TX,SPRING,77389.0
ABSOLUTDATA TECHNOLOGIES INC,9,CA,ALAMEDA,94502.0
ABSOLUTE CARE PHYSICAL THERAPY GRO,1,NY,BROOKLYN,11235.0
"ABSOLUTE DENTAL & ORTHODONTICS PRADA, PLLC",1,NV,LAS VEGAS,89102.0
ABSOLUTE EXHIBITS INC,1,NV,LAS VEGAS,89119.0
ABSOLUTE FABRICATION LLC,2,TX,HOUSTON,77020.0
ABSOLUTE FINANCIAL MANAGEMENT INC,1,NY,NEW YORK,10036.0
ABSOLUTE GENOMICS PHL LLC,1,PA,MAYFIELD,18433.0
ABSOLUTE HOSPITALITY LP,1,TX,SAN ANTONIO,78238.0
ABSOLUTE HOT NEW YORK CORP,1,NY,PORT WASHINGTON,11050.0
ABSOLUTE REHABILITATIVE THERAPY I,1,MD,LANHAM,20706.0
ABSOLUTE ROBOT INC,1,MA,WORCESTER,1610.0
ABSOLUTE SALES DEVELOPMENT INC,1,FL,MIAMI,33155.0
ABSOLUTE SECURITY INTERNATIONAL IN,1,CA,EL MONTE,91731.0
ABSOLUTE SECURITY INTL INC DBA ABS,1,CA,EL MONTE,91731.0
ABSOLUTE SOLUTIONS INC,1,PA,SOUTHAMPTON,18966.0
ABSORPTION SYSTEMS BOSTON LLC,1,MA,WOBURN,1801.0
ABSURD MEDIA GROUP INC,1,CA,ANAHEIM,92808.0
ABT ASSOCIATES INC,2,MD,ROCKVILLE,20852.0
ABT ELECTRONICS INC,1,IL,GLENVIEW,60025.0
ABUNDANCE CAPITAL,1,CA,LOS ANGELES,90025.0
ABUNDANCE CHIROPRACTIC LLC,1,FL,PINELLAS PARK,33781.0
ABUNDANT ROBOTICS INC,2,CA,HAYWARD,94545.0
ABV ELECTRONICS INC DBA SIENNA COR,3,CA,FREMONT,94538.0
ABVEN SERVICES INC,1,CA,PALO ALTO,94301.0
ABX BIOLOGICS INC DBA ABVERIS INC,1,MA,CANTON,2021.0
ABZDENTAL PLLC,1,PA,PHILADELPHIA,19149.0
ABZENA BRISTOL LLC,1,PA,BRISTOL,19007.0
"ABZENA BRISTOL, LLC.",2,PA,BRISTOL,19007.0
ABZENA PENNSYLVANIA INC,1,PA,BRISTOL,19007.0
ABZOOBA INC,13,CA,MILPITAS,95035.0
AC HOCEK ARCHITECTURE LLC,1,NY,NEW YORK,10012.0
AC HORN MANUFACTURING,1,TX,DALLAS,75247.0
AC INFINITY CONSTRUCTION LLC,1,NJ,BOONTON,7005.0
AC INVESTMENT MANAGEMENT LLC,2,NY,NEW YORK,10019.0
AC MARTIN INC,1,CA,LOS ANGELES,90071.0
AC NIELSEN CORPORATION,1,NY,NEW YORK,10004.0
AC PROPULSION INC,5,CA,SAN DIMAS,91773.0
AC WELLNESS NETWORK LLC,1,CA,CUPERTINO,95014.0
AC2 INC,2,TX,HOUSTON,77095.0
ACA CARE MANAGEMENT LLC,1,NY,NEW YORK,10032.0
ACACIA COMMUNICATIONS INC,5,MA,BOSTON,2210.0
ACACIA NPU INC,1,NY,NEW YORK,10001.0
ACACIA NPU INC DBA CATER2 ME,1,CA,SAN FRANCISCO,94108.0
"ACADEMIC ANALYTICS, LLC",1,NC,CHARLOTTE,28277.0
ACADEMIC COLLABORATION FOR EXCELLENCE LLC,1,NY,BALLSTON LAKE,12019.0
ACADEMIC MEDICINE SERVICES INC D/B,1,NY,AMHERST,14226.0
ACADEMIC MEDICINE SERVICES INC D/B/A UBMD INTERNAL MEDICINE,5,NY,AMHERST,14226.0
ACADEMIC MEDICINE SERVICES INC DBA UBMD INTERNAL MEDICINE,1,NY,AMHERST,14226.0
ACADEMIC MEDICINE SVCS INC D/B/A U,8,NY,AMHERST,14226.0
ACADEMIC MEDICINE SVCS INC D/B/A UBMD INTERNAL MEDICINE,1,NY,AMHERST,14226.0
ACADEMIC MEDICINE SVCS INC DBA UBM,1,NY,AMHERST,14226.0
ACADEMIC PARTNERSHIPS LLC,1,TX,DALLAS,75201.0
ACADEMIE LAFAYETTE,16,MO,KANSAS CITY,64111.0
ACADEMY DENTAL OF HAMILTON PA,3,NJ,HAMILTON,8619.0
ACADEMY HIGH SCHOOL,1,IL,CHAMPAIGN,61820.0
ACADEMY INTERNATIONAL INC,1,NV,LAS VEGAS,89113.0
ACADEMY LTD D/B/A ACADEMY SPORTS O,2,TX,KATY,77449.0
ACADEMY LTD D/B/A ACADEMY SPORTS OUTDOORS,1,TX,KATY,77449.0
ACADEMY LTD DBA ACADEMY SPORTS OUT,1,TX,KATY,77449.0
ACADEMY OF OUR LADY OF GUAM,1,GU,HAGATNA,96910.0
ACADEMY OF THE SACRED HEART,3,MI,BLOOMFIELD HILLS,48304.0
ACADENTAL INC,1,KS,OVERLAND PARK,66214.0
ACADIA CENTER,1,ME,ROCKPORT,4856.0
ACADIA MANAGEMENT COMPANY LLC,1,TN,FRANKLIN,37067.0
ACADIA MGMT INC,1,NV,LAS VEGAS,89118.0
ACADIA TECHNOLOGIES INC,24,GA,DULUTH,30097.0
ACADIAN ASSET MANAGEMENT LLC,5,MA,BOSTON,2110.0
ACADIAN CONSULTING GROUP LLC,1,LA,BATON ROUGE,70808.0
ACADIANA CRIMINALISTICS LABORATORY,1,LA,NEW IBERIA,70560.0
ACADIANA PEDIATRIC GASTROENTEROLOG,1,LA,LAFAYETTE,70506.0
ACADIASOFT INC,1,MA,NORWELL,2061.0
ACAI INVESTMENTS LLC DBA DIE-VAC P,1,FL,HIALEAH,33016.0
ACAI OF AMERICA CORP D/B/A EXPLORE SUPER FOODS,1,NY,NEW YORK,10105.0
ACANTE INC,1,CA,SARATOGA,95070.0
ACBEL USA POLYTECH INC,3,NC,MORRISVILLE,27560.0
ACC CONTRACTORS INC,1,CA,AZUSA,91702.0
ACC10 SILICON VALLEY CATALONIA COM,1,CA,MENLO PARK,94025.0
ACCDON LLC,1,MA,WALTHAM,2451.0
ACCEL ENTERTAINMENT GAMING LLC,1,IL,BURR RIDGE,60527.0
ACCELA INC,4,CA,SAN RAMON,94583.0
ACCELALPHA INC,6,WA,BELLEVUE,98005.0
ACCELERAD TECHNOLOGIES INC,1,CA,BELMONT,94002.0
"ACCELERATE DIAGNOSTICS, INC.",1,AZ,TUCSON,85714.0
ACCELERATE STAFFING,1,TX,PLANO,75074.0
ACCELERATED ELEMENTARY AND SECONDA,1,AZ,TUCSON,85745.0
ACCELERATED ENGINEERING,6,IN,INDIANAPOLIS,46240.0
ACCELERATED ENGINEERING LLC,6,TX,AUSTIN,78705.0
ACCELERATED FOCUS USA INC,1,WY,SHERIDAN,82801.0
ACCELERATED GROWTH ADVISORS LLC,2,IL,CHICAGO,60607.0
ACCELERATED INTERMEDIATE ACADEMY,1,TX,HOUSTON,77477.0
ACCELERATED MEDICAL PHYSICS SVC,1,CT,FARMINGTON,6032.0
ACCELERATED TECHNOLOGIES INC,17,NJ,PRINCETON,8540.0
ACCELEREYES LLC DBA ARRAYFIRE,1,GA,ATLANTA,30309.0
ACCELERIZE 360 INC,6,TX,DALLAS,75201.0
ACCELERON CORP,1,IL,CHICAGO,60654.0
ACCELERON PHARMA INC,2,MA,CAMBRIDGE,2139.0
ACCELIRATE INC,17,FL,FORT LAUDERDALE,33323.0
ACCELL GLOBAL RISK SOLUTIONS INC,2,CA,SAN JOSE,95113.0
ACCELL GLOBAL RISK SOLUTIONS INC D,5,CA,SAN JOSE,95113.0
ACCELON INC,1,CA,ENCINO,91426.0
ACCELTEK INC,1,KY,LEXINGTON,40509.0
ACCELURA CORPORATION,2,CA,TORRANCE,90501.0
ACCENDERO SOFTWARE,3,ID,IDAHO FALLS,83404.0
